circelec,nce,idservel,local,kei
7160,MAIPU,1879,TEATRO MUNICIPAL,TEATRO MUNICIPAL0p0MAIPU
7597,MAIPU PONIENTE,2486,COLEGIO JACQUES COUSTEAU LOCAL: 1,COLEGIO JACQUES COUSTEAU LOCAL: 10p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2487,COLEGIO JACQUES COUSTEAU LOCAL: 2,COLEGIO JACQUES COUSTEAU LOCAL: 20p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2490,COLEGIO MUNICIPAL SAN SEBASTIAN DE RINCONADA,COLEGIO MUNICIPAL SAN SEBASTIAN DE RINCONADA0p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2485,COLEGIO PARTICULAR CARDENAL CARLOS OVIEDO CAVADA,COLEGIO PARTICULAR CARDENAL CARLOS OVIEDO CAVADA0p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2488,COLEGIO POLIVALENTE DIEGO PORTALES DE MAIPU,COLEGIO POLIVALENTE DIEGO PORTALES DE MAIPU0p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2489,COLEGIO SAN JUAN DIEGO DE GUADALUPE,COLEGIO SAN JUAN DIEGO DE GUADALUPE0p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2491,COLEGIO TERRAUSTRAL DEL SOL,COLEGIO TERRAUSTRAL DEL SOL0p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2492,COMPLEJO EDUCACIONAL MAIPU ANEXO RINCONADA,COMPLEJO EDUCACIONAL MAIPU ANEXO RINCONADA0p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2493,ESCUELA BASICA MUNICIPAL SAN LUIS,ESCUELA BASICA MUNICIPAL SAN LUIS0p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2494,LICEO NACIONAL DE MAIPU LOCAL: 1,LICEO NACIONAL DE MAIPU LOCAL: 10p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2495,LICEO NACIONAL DE MAIPU LOCAL: 2,LICEO NACIONAL DE MAIPU LOCAL: 20p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2496,LICEO NACIONAL DE MAIPU LOCAL: 3,LICEO NACIONAL DE MAIPU LOCAL: 30p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2497,LICEO TECNOLOGICO BICENTENARIO ENRIQUE KIRBERG BALTIANSKY LOCAL: 1,LICEO TECNOLOGICO BICENTENARIO ENRIQUE KIRBERG BALTIANSKY LOCAL: 10p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2498,LICEO TECNOLOGICO BICENTENARIO ENRIQUE KIRBERG BALTIANSKY LOCAL: 2,LICEO TECNOLOGICO BICENTENARIO ENRIQUE KIRBERG BALTIANSKY LOCAL: 20p0MAIPU PONIENTE
7597,MAIPU PONIENTE,2499,LICEO TECNOLOGICO BICENTENARIO ENRIQUE KIRBERG BALTIANSKY LOCAL: 3,LICEO TECNOLOGICO BICENTENARIO ENRIQUE KIRBERG BALTIANSKY LOCAL: 30p0MAIPU PONIENTE
7671,MALALCAHUELLO,1287,ESCUELA RAMON EDUARDO RAMIREZ HENRIQUEZ,ESCUELA RAMON EDUARDO RAMIREZ HENRIQUEZ0p0MALALCAHUELLO
7560,MALALHUE,2652,LICEO   REPUBLICA DEL BRASIL,LICEO   REPUBLICA DEL BRASIL0p0MALALHUE
7235,MALLOA,585,ESCUELA ALCIDES REYES FRIAS,ESCUELA ALCIDES REYES FRIAS0p0MALLOA
7235,MALLOA,586,ESCUELA ALCIDES REYES FRIAS ANEXO,ESCUELA ALCIDES REYES FRIAS ANEXO0p0MALLOA
7015,MAMIÑA,34,ESCUELA BASICA MAMINA,ESCUELA BASICA MAMINA0p0MAMIÑA
7440,MANTILHUE,2646,ESCUELA RURAL VALLE MANTILHUE BAJO,ESCUELA RURAL VALLE MANTILHUE BAJO0p0MANTILHUE
7565,MAÑIHUALES,1504,LICEO MAÑIHUALES,LICEO MAÑIHUALES0p0MAÑIHUALES
7260,MARCHIGUE,654,ESCUELA MUNICIPAL AMERICA,ESCUELA MUNICIPAL AMERICA0p0MARCHIGUE
7260,MARCHIGUE,655,LICEO MUNICIPAL INSTITUTO CARDENAL CARO,LICEO MUNICIPAL INSTITUTO CARDENAL CARO0p0MARCHIGUE
7017,MARIA ELENA,59,ESCUELA ARTURO PEREZ CANTO,ESCUELA ARTURO PEREZ CANTO0p0MARIA ELENA
7220,MARIA PINTO,2428,LICEO MUNICIPAL F-860 LOCAL: 1,LICEO MUNICIPAL F-860 LOCAL: 10p0MARIA PINTO
7220,MARIA PINTO,2429,LICEO MUNICIPAL F-860 LOCAL: 2,LICEO MUNICIPAL F-860 LOCAL: 20p0MARIA PINTO
7427,MARIQUINA,2605,COLEGIO SAN JOSE,COLEGIO SAN JOSE0p0MARIQUINA
7427,MARIQUINA,2606,ESCUELA VALLE DE MARIQUINA,ESCUELA VALLE DE MARIQUINA0p0MARIQUINA
7427,MARIQUINA,2607,LICEO SAN LUIS DE ALBA,LICEO SAN LUIS DE ALBA0p0MARIQUINA
7282,MAULE,749,COLEGIO SUYAI,COLEGIO SUYAI0p0MAULE
7282,MAULE,750,ESCUELA MAULE,ESCUELA MAULE0p0MAULE
7282,MAULE,751,ESCUELA RURAL NUMPAY,ESCUELA RURAL NUMPAY0p0MAULE
7460,MAULLIN,1353,ESCUELA ENCARNACION OLIVARES,ESCUELA ENCARNACION OLIVARES0p0MAULLIN
7460,MAULLIN,1354,ESCUELA JOSE ABELARDO NUÑEZ,ESCUELA JOSE ABELARDO NUÑEZ0p0MAULLIN
7470,MECHUQUE,1381,ESCUELA RURAL BORDEMAR,ESCUELA RURAL BORDEMAR0p0MECHUQUE
7613,MEDIO CAMINO,1065,ESCUELA ARTURO PRAT CHACON,ESCUELA ARTURO PRAT CHACON0p0MEDIO CAMINO
7613,MEDIO CAMINO,1066,ESCUELA DIEGO PORTALES D 475,ESCUELA DIEGO PORTALES D 4750p0MEDIO CAMINO
7613,MEDIO CAMINO,1067,ESCUELA SANTA LEONOR,ESCUELA SANTA LEONOR0p0MEDIO CAMINO
7580,MEHUIN,2653,LICEO POLITECNICO PESQUERO,LICEO POLITECNICO PESQUERO0p0MEHUIN
7027,MEJILLONES,126,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENTE,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENTE0p0MEJILLONES
7027,MEJILLONES,127,ESCUELA JULIA HERRERA VARAS,ESCUELA JULIA HERRERA VARAS0p0MEJILLONES
7743,MELEFQUEN,2673,ESCUELA BASICA REPUBLICA DE CHILE,ESCUELA BASICA REPUBLICA DE CHILE0p0MELEFQUEN
7406,MELIPEUCO,1205,ESCUELA BASICA VOLCAN LLAIMA,ESCUELA BASICA VOLCAN LLAIMA0p0MELIPEUCO
7406,MELIPEUCO,1206,LICEO LOS ANDES,LICEO LOS ANDES0p0MELIPEUCO
7216,MELIPILLA,2411,COLEGIO PARTICULAR ALONSO DE ERCILLA,COLEGIO PARTICULAR ALONSO DE ERCILLA0p0MELIPILLA
7216,MELIPILLA,2412,COLEGIO PARTICULAR MELIPILLA,COLEGIO PARTICULAR MELIPILLA0p0MELIPILLA
7216,MELIPILLA,2409,COLEGIO POLITECNICO NUESTRA SEÑORA DE LA PRESENTACION LOCAL: 1,COLEGIO POLITECNICO NUESTRA SEÑORA DE LA PRESENTACION LOCAL: 10p0MELIPILLA
7216,MELIPILLA,2410,COLEGIO POLITECNICO NUESTRA SEÑORA DE LA PRESENTACION LOCAL: 2,COLEGIO POLITECNICO NUESTRA SEÑORA DE LA PRESENTACION LOCAL: 20p0MELIPILLA
7216,MELIPILLA,2413,COLEGIO POLIVALENTE SAN AGUSTIN LOCAL: 1,COLEGIO POLIVALENTE SAN AGUSTIN LOCAL: 10p0MELIPILLA
7216,MELIPILLA,2414,COLEGIO POLIVALENTE SAN AGUSTIN LOCAL: 2,COLEGIO POLIVALENTE SAN AGUSTIN LOCAL: 20p0MELIPILLA
7216,MELIPILLA,2415,ESCUELA REPUBLICA DEL BRASIL,ESCUELA REPUBLICA DEL BRASIL0p0MELIPILLA
7216,MELIPILLA,2416,LICEO GABRIELA MISTRAL DE MELIPILLA,LICEO GABRIELA MISTRAL DE MELIPILLA0p0MELIPILLA
7216,MELIPILLA,2417,LICEO POLITECNICO MUNICIPAL MELIPILLA LOCAL: 1,LICEO POLITECNICO MUNICIPAL MELIPILLA LOCAL: 10p0MELIPILLA
7216,MELIPILLA,2418,LICEO POLITECNICO MUNICIPAL MELIPILLA LOCAL: 2,LICEO POLITECNICO MUNICIPAL MELIPILLA LOCAL: 20p0MELIPILLA
7216,MELIPILLA,2419,LICEO POLITECNICO MUNICIPAL MELIPILLA LOCAL: 3,LICEO POLITECNICO MUNICIPAL MELIPILLA LOCAL: 30p0MELIPILLA
7216,MELIPILLA,2420,LICEO POLITECNICO MUNICIPAL MELIPILLA LOCAL: 4,LICEO POLITECNICO MUNICIPAL MELIPILLA LOCAL: 40p0MELIPILLA
7216,MELIPILLA,2421,LICEO POLIVALENTE HERMANOS SOTOMAYOR BAEZA LOCAL: 1,LICEO POLIVALENTE HERMANOS SOTOMAYOR BAEZA LOCAL: 10p0MELIPILLA
7216,MELIPILLA,2422,LICEO POLIVALENTE HERMANOS SOTOMAYOR BAEZA LOCAL: 2,LICEO POLIVALENTE HERMANOS SOTOMAYOR BAEZA LOCAL: 20p0MELIPILLA
7658,MELOZAL,821,ESCUELA JULIO MONTT SALAMANCA,ESCUELA JULIO MONTT SALAMANCA0p0MELOZAL
7584,METAHUE,1420,ESCUELA RURAL LINDA VISTA,ESCUELA RURAL LINDA VISTA0p0METAHUE
7762,MEULIN,1474,ESCUELA RURAL SAN FRANCISCO,ESCUELA RURAL SAN FRANCISCO0p0MEULIN
7732,MILLANTU,1094,ESCUELA BASICA MILLANTU,ESCUELA BASICA MILLANTU0p0MILLANTU
7070,MINCHA,249,ESCUELA BASICA MINCHA NORTE,ESCUELA BASICA MINCHA NORTE0p0MINCHA
7605,MININCO,1273,ESCUELA F-90 RAUL CASTRO MARQUEZ,ESCUELA F-90 RAUL CASTRO MARQUEZ0p0MININCO
7106,MIRAFLORES,420,COLEGIO ANA MARIA JANER,COLEGIO ANA MARIA JANER0p0MIRAFLORES
7106,MIRAFLORES,421,COLEGIO CASTELIANO,COLEGIO CASTELIANO0p0MIRAFLORES
7106,MIRAFLORES,422,COLEGIO JUANITA FERNANDEZ,COLEGIO JUANITA FERNANDEZ0p0MIRAFLORES
7106,MIRAFLORES,423,COLEGIO MIRAFLORES D-329,COLEGIO MIRAFLORES D-3290p0MIRAFLORES
7106,MIRAFLORES,424,COLEGIO SAN IGNACIO (SEDE LUSITANIA),COLEGIO SAN IGNACIO (SEDE LUSITANIA)0p0MIRAFLORES
7106,MIRAFLORES,425,ESCUELA ARTURO PRAT CHACON ,ESCUELA ARTURO PRAT CHACON 0p0MIRAFLORES
7106,MIRAFLORES,426,ESCUELA VILLA INDEPENDENCIA,ESCUELA VILLA INDEPENDENCIA0p0MIRAFLORES
7106,MIRAFLORES,427,LICEO INDUSTRIAL DE VINA DEL MAR,LICEO INDUSTRIAL DE VINA DEL MAR0p0MIRAFLORES
7106,MIRAFLORES,428,LICEO SANTA TERESA DE LOS ANDES,LICEO SANTA TERESA DE LOS ANDES0p0MIRAFLORES
7106,MIRAFLORES,429,PAN AMERICAN COLLEGE,PAN AMERICAN COLLEGE0p0MIRAFLORES
7106,MIRAFLORES,430,SCUOLA ITALIANA ARTURO DELL´ ORO VIÑA DEL MAR,SCUOLA ITALIANA ARTURO DELL´ ORO VIÑA DEL MAR0p0MIRAFLORES
7106,MIRAFLORES,431,"UNIVERSIDAD DE VIÑA DEL MAR, SEDE MIRAFLORES","UNIVERSIDAD DE VIÑA DEL MAR, SEDE MIRAFLORES0p0MIRAFLORES"
7106,MIRAFLORES,432,"UNIVERSIDAD DE VIÑA DEL MAR, SEDE MIRAFLORES 2","UNIVERSIDAD DE VIÑA DEL MAR, SEDE MIRAFLORES 20p0MIRAFLORES"
7106,MIRAFLORES,433,"UNIVERSIDAD SANTO TOMAS, SEDE VIÑA DEL MAR","UNIVERSIDAD SANTO TOMAS, SEDE VIÑA DEL MAR0p0MIRAFLORES"
7563,MISION DE LA COSTA,1412,COLEGIO TECNICO PROFESIONAL MISION SAN JUAN DE LA COSTA,COLEGIO TECNICO PROFESIONAL MISION SAN JUAN DE LA COSTA0p0MISION DE LA COSTA
7267,MOLINA,700,ESCUELA REINO DE DINAMARCA,ESCUELA REINO DE DINAMARCA0p0MOLINA
7267,MOLINA,703,ESCUELA SUPERIOR DE NINAS DE MOLINA,ESCUELA SUPERIOR DE NINAS DE MOLINA0p0MOLINA
7267,MOLINA,701,LICEO BICENTENARIO DE MOLINA MARIA DEL TRANSITO DE LA CRUZ,LICEO BICENTENARIO DE MOLINA MARIA DEL TRANSITO DE LA CRUZ0p0MOLINA
7267,MOLINA,702,LICEO POLIVALENTE DE MOLINA,LICEO POLIVALENTE DE MOLINA0p0MOLINA
7739,MOLULCO,1468,ESCUELA RURAL ARTISTICA ALUMNO MARCELO GUENTEO SOLIS,ESCUELA RURAL ARTISTICA ALUMNO MARCELO GUENTEO SOLIS0p0MOLULCO
7546,MONTE AGUILA,1062,LICEO POLITECNICO GENERAL OSCAR BONILLA BRADANOV,LICEO POLITECNICO GENERAL OSCAR BONILLA BRADANOV0p0MONTE AGUILA
7058,MONTE PATRIA,228,COLEGIO CERRO GUAYAQUIL,COLEGIO CERRO GUAYAQUIL0p0MONTE PATRIA
7058,MONTE PATRIA,227,COLEGIO REPUBLICA DE CHILE,COLEGIO REPUBLICA DE CHILE0p0MONTE PATRIA
7058,MONTE PATRIA,226,LICEO PRESIDENTE EDUARDO FREI MONTALVA,LICEO PRESIDENTE EDUARDO FREI MONTALVA0p0MONTE PATRIA
7692,MONTEMAR,1438,ESCUELA RURAL MONTEMAR,ESCUELA RURAL MONTEMAR0p0MONTEMAR
7229,MOSTAZAL,559,COLEGIO ANDRES BELLO,COLEGIO ANDRES BELLO0p0MOSTAZAL
7229,MOSTAZAL,560,ESCUELA GABRIELA MISTRAL,ESCUELA GABRIELA MISTRAL0p0MOSTAZAL
7229,MOSTAZAL,561,GIMNASIO MUNICIPAL,GIMNASIO MUNICIPAL0p0MOSTAZAL
7365,MULCHEN,1015,ESCUELA BASICA MULCHEN,ESCUELA BASICA MULCHEN0p0MULCHEN
7365,MULCHEN,1016,ESCUELA VILLA LA GRANJA,ESCUELA VILLA LA GRANJA0p0MULCHEN
7365,MULCHEN,1018,LICEO BICENTENARIO DE EXCELENCIA NUEVO MUNDO,LICEO BICENTENARIO DE EXCELENCIA NUEVO MUNDO0p0MULCHEN
7365,MULCHEN,1017,LICEO MIGUEL ANGEL CERDA LEIVA,LICEO MIGUEL ANGEL CERDA LEIVA0p0MULCHEN
7367,NACIMIENTO,1020,ESCUELA EL SABER,ESCUELA EL SABER0p0NACIMIENTO
7367,NACIMIENTO,1021,ESCUELA NACIMIENTO DE NUESTRO SEÑOR,ESCUELA NACIMIENTO DE NUESTRO SEÑOR0p0NACIMIENTO
7367,NACIMIENTO,1022,ESCUELA OSCAR GUERRERO QUINSAC,ESCUELA OSCAR GUERRERO QUINSAC0p0NACIMIENTO
7367,NACIMIENTO,1023,LICEO MUNICIPAL DE NACIMIENTO,LICEO MUNICIPAL DE NACIMIENTO0p0NACIMIENTO
7249,NANCAGUA,627,COLEGIO BASICO CONSOLIDADO,COLEGIO BASICO CONSOLIDADO0p0NANCAGUA
7249,NANCAGUA,629,COLEGIO PARTICULAR EL PRINCIPITO,COLEGIO PARTICULAR EL PRINCIPITO0p0NANCAGUA
7249,NANCAGUA,628,GIMNASIO MUNICIPAL,GIMNASIO MUNICIPAL0p0NANCAGUA
7503,NATALES,1512,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,ESCUELA BAUDILIA AVENDANO DE YOUSSUF0p0NATALES
7503,NATALES,1513,ESCUELA BERNARDO O´HIGGINS,ESCUELA BERNARDO O´HIGGINS0p0NATALES
7503,NATALES,1514,ESCUELA CAPITAN JUAN LADRILLERO,ESCUELA CAPITAN JUAN LADRILLERO0p0NATALES
7503,NATALES,1515,ESCUELA SANTIAGO BUERAS,ESCUELA SANTIAGO BUERAS0p0NATALES
7503,NATALES,1516,LICEO GABRIELA MISTRAL,LICEO GABRIELA MISTRAL0p0NATALES
7503,NATALES,1517,LICEO LUIS CRUZ MARTINEZ,LICEO LUIS CRUZ MARTINEZ0p0NATALES
7257,NAVIDAD,648,COLEGIO MUNICIPAL DIVINA GABRIELA,COLEGIO MUNICIPAL DIVINA GABRIELA0p0NAVIDAD
7257,NAVIDAD,649,LICEO MUNICIPAL PABLO NERUDA,LICEO MUNICIPAL PABLO NERUDA0p0NAVIDAD
7366,NEGRETE,1019,LICEO POLIVALENTE LA FRONTERA,LICEO POLIVALENTE LA FRONTERA0p0NEGRETE
7540,NEHUENTUE,1263,ESCUELA BASICA NEHUENTUE,ESCUELA BASICA NEHUENTUE0p0NEHUENTUE
7633,NELTUME,2655,COMPLEJO EDUCACIONAL TIERRA DE ESPERANZA,COMPLEJO EDUCACIONAL TIERRA DE ESPERANZA0p0NELTUME
7653,NIEBLA,2657,ESCUELA DE NIEBLA JUAN BOSCH,ESCUELA DE NIEBLA JUAN BOSCH0p0NIEBLA
7331,NINHUE,2795,ESCUELA GLORIAS NAVALES,ESCUELA GLORIAS NAVALES0p0NINHUE
7300,NIRIVILO,802,ESCUELA JORGE GONZALEZ BASTIAS,ESCUELA JORGE GONZALEZ BASTIAS0p0NIRIVILO
7093,NOGALES,333,ESCUELA BASICA ULDA ARACENA GONZALEZ F-203,ESCUELA BASICA ULDA ARACENA GONZALEZ F-2030p0NOGALES
7093,NOGALES,334,LICEO MUNICIPAL JUAN RUSQUE PORTAL,LICEO MUNICIPAL JUAN RUSQUE PORTAL0p0NOGALES
7678,NONTUELA,2661,ESCUELA RURAL NONTUELA,ESCUELA RURAL NONTUELA0p0NONTUELA
7632,NUEVA BRAUNAU,1429,COLEGIO NUEVA BRAUNAU,COLEGIO NUEVA BRAUNAU0p0NUEVA BRAUNAU
7422,NUEVA IMPERIAL,1253,ESCUELA ALEJANDRO GOROSTIAGA,ESCUELA ALEJANDRO GOROSTIAGA0p0NUEVA IMPERIAL
7422,NUEVA IMPERIAL,1254,ESCUELA ESPECIAL AVANCEMOS JUNTOS,ESCUELA ESPECIAL AVANCEMOS JUNTOS0p0NUEVA IMPERIAL
7422,NUEVA IMPERIAL,1255,HOGAR FEMENINO LUIS GONZALEZ,HOGAR FEMENINO LUIS GONZALEZ0p0NUEVA IMPERIAL
7422,NUEVA IMPERIAL,1256,HOGAR MASCULINO LUIS GONZALEZ,HOGAR MASCULINO LUIS GONZALEZ0p0NUEVA IMPERIAL
7422,NUEVA IMPERIAL,1257,LICEO BICENTENARIO LUIS GONZALEZ VASQUEZ,LICEO BICENTENARIO LUIS GONZALEZ VASQUEZ0p0NUEVA IMPERIAL
7422,NUEVA IMPERIAL,1258,LICEO INDUSTRIAL DE NUEVA IMPERIAL,LICEO INDUSTRIAL DE NUEVA IMPERIAL0p0NUEVA IMPERIAL
7579,NUEVA TOLTEN,1270,COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT,COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT0p0NUEVA TOLTEN
7579,NUEVA TOLTEN,1271,ESCUELA AGUAS Y GAVIOTAS,ESCUELA AGUAS Y GAVIOTAS0p0NUEVA TOLTEN
7674,ÑANCUL,1290,ESCUELA VOIPIR DE ÑANCUL,ESCUELA VOIPIR DE ÑANCUL0p0ÑANCUL
7312,ÑIQUEN,2761,LICEO POLIVALENTE SAN GREGORIO,LICEO POLIVALENTE SAN GREGORIO0p0ÑIQUEN
7588,ÑIREHUAO,1506,ESCUELA RURAL VALLE DE LA LUNA,ESCUELA RURAL VALLE DE LA LUNA0p0ÑIREHUAO
7765,OBSERVATORIO,2570,COLEGIO JORGE HUNEEUS ZEGERS,COLEGIO JORGE HUNEEUS ZEGERS0p0OBSERVATORIO
7765,OBSERVATORIO,2571,COLEGIO SANTO TOMAS,COLEGIO SANTO TOMAS0p0OBSERVATORIO
7765,OBSERVATORIO,2572,COLEGIO TECNICO PROFESIONAL APRENDER,COLEGIO TECNICO PROFESIONAL APRENDER0p0OBSERVATORIO
7765,OBSERVATORIO,2573,ESCUELA BASICA PROFESORA AURELIA ROJAS BURGOS,ESCUELA BASICA PROFESORA AURELIA ROJAS BURGOS0p0OBSERVATORIO
7765,OBSERVATORIO,2574,LICEO MUNICIPAL EL ROBLE,LICEO MUNICIPAL EL ROBLE0p0OBSERVATORIO
7765,OBSERVATORIO,2575,LICEO SERGIO SILVA BASCUÑAN,LICEO SERGIO SILVA BASCUÑAN0p0OBSERVATORIO
7501,O'HIGGINS,1500,ESCUELA PIONEROS DEL SUR,ESCUELA PIONEROS DEL SUR0p0O'HIGGINS
7232,OLIVAR (ALTO),570,COLEGIO MARIA VILLALOBOS ARTEAGA,COLEGIO MARIA VILLALOBOS ARTEAGA0p0OLIVAR (ALTO)
7232,OLIVAR (ALTO),571,LICEO TECNICO MUNICIPAL,LICEO TECNICO MUNICIPAL0p0OLIVAR (ALTO)
7021,OLLAGUE,81,ESCUELA SAN ANTONIO DE PADUA,ESCUELA SAN ANTONIO DE PADUA0p0OLLAGUE
7758,OLMOPULLI,1470,ESCUELA RURAL LOS ARCES,ESCUELA RURAL LOS ARCES0p0OLMOPULLI
7096,OLMUE,342,COLEGIO  IGNACIO CARRERA PINTO,COLEGIO  IGNACIO CARRERA PINTO0p0OLMUE
7096,OLMUE,343,ESCUELA ATENAS,ESCUELA ATENAS0p0OLMUE
7096,OLMUE,344,LICEO DE OLMUE,LICEO DE OLMUE0p0OLMUE
7648,ORILLA DEL MAULE,820,LICEO JUAN GOMEZ MILLAS,LICEO JUAN GOMEZ MILLAS0p0ORILLA DEL MAULE
7442,OSORNO,1306,COLEGIO SAN MATEO,COLEGIO SAN MATEO0p0OSORNO
7442,OSORNO,1307,COLEGIO WILLIAM BOOTH,COLEGIO WILLIAM BOOTH0p0OSORNO
7442,OSORNO,1308,ESCUELA  SUIZA,ESCUELA  SUIZA0p0OSORNO
7442,OSORNO,1309,ESCUELA DE ARTES Y CULTURA OSORNO Y GIMNASIO,ESCUELA DE ARTES Y CULTURA OSORNO Y GIMNASIO0p0OSORNO
7442,OSORNO,1310,ESCUELA EFRAIN CAMPANA SILVA,ESCUELA EFRAIN CAMPANA SILVA0p0OSORNO
7442,OSORNO,1311,ESCUELA ESPAÑA,ESCUELA ESPAÑA0p0OSORNO
7442,OSORNO,1312,ESCUELA ESPECIAL `ANA AICHELE CARRASCO`,ESCUELA ESPECIAL `ANA AICHELE CARRASCO`0p0OSORNO
7442,OSORNO,1313,ESCUELA JUAN RICARDO SANCHEZ ASCENCIO,ESCUELA JUAN RICARDO SANCHEZ ASCENCIO0p0OSORNO
7442,OSORNO,1314,ESCUELA LAGO RUPANCO,ESCUELA LAGO RUPANCO0p0OSORNO
7442,OSORNO,1315,ESCUELA LEONILA FOLCH LOPEZ,ESCUELA LEONILA FOLCH LOPEZ0p0OSORNO
7442,OSORNO,1316,ESCUELA MEXICO DE MICHOACAN,ESCUELA MEXICO DE MICHOACAN0p0OSORNO
7442,OSORNO,1317,ESCUELA MONSEÑOR FRANCISCO VALDES SUBERCASEAUX,ESCUELA MONSEÑOR FRANCISCO VALDES SUBERCASEAUX0p0OSORNO
7442,OSORNO,1323,ESCUELA N° 46 ITALIA,ESCUELA N° 46 ITALIA0p0OSORNO
7442,OSORNO,1318,INSTITUTO COMERCIAL,INSTITUTO COMERCIAL0p0OSORNO
7442,OSORNO,1319,INSTITUTO POLITECNICO,INSTITUTO POLITECNICO0p0OSORNO
7442,OSORNO,1320,LICEO ELEUTERIO RAMIREZ,LICEO ELEUTERIO RAMIREZ0p0OSORNO
7442,OSORNO,1321,LICEO INDUSTRIAL OSORNO,LICEO INDUSTRIAL OSORNO0p0OSORNO
7442,OSORNO,1322,LICEO OSORNO COLLEGE,LICEO OSORNO COLLEGE0p0OSORNO
7053,OVALLE,221,COLEGIO DE ADMINISTRACION Y COMERCIO EL INGENIO,COLEGIO DE ADMINISTRACION Y COMERCIO EL INGENIO0p0OVALLE
7053,OVALLE,220,COLEGIO FRAY JORGE,COLEGIO FRAY JORGE0p0OVALLE
7053,OVALLE,219,COLEGIO RAUL SILVA HENRIQUEZ,COLEGIO RAUL SILVA HENRIQUEZ0p0OVALLE
7053,OVALLE,218,ESCUELA ANTONIO TIRADO LANAS,ESCUELA ANTONIO TIRADO LANAS0p0OVALLE
7053,OVALLE,217,ESCUELA BASICA ARTURO ALESSANDRI PALMA,ESCUELA BASICA ARTURO ALESSANDRI PALMA0p0OVALLE
7053,OVALLE,216,ESCUELA BASICA OSCAR ARAYA MOLINA,ESCUELA BASICA OSCAR ARAYA MOLINA0p0OVALLE
7053,OVALLE,215,ESCUELA DE ARTES Y MUSICA,ESCUELA DE ARTES Y MUSICA0p0OVALLE
7053,OVALLE,214,ESTADIO DIAGUITA,ESTADIO DIAGUITA0p0OVALLE
7053,OVALLE,213,ESTADIO DIAGUITA LOCAL: 2,ESTADIO DIAGUITA LOCAL: 20p0OVALLE
7053,OVALLE,212,LICEO ALEJANDRO ALVAREZ JOFRE,LICEO ALEJANDRO ALVAREZ JOFRE0p0OVALLE
7053,OVALLE,211,LICEO ESTELA AVILA DE PERRY,LICEO ESTELA AVILA DE PERRY0p0OVALLE
7053,OVALLE,210,LICEO POLITECNICO DE OVALLE,LICEO POLITECNICO DE OVALLE0p0OVALLE
7180,P AGUIRRE CERDA N.,2025,CENTRO EDUCATIVO REPUBLICA MEXICANA LOCAL: 1,CENTRO EDUCATIVO REPUBLICA MEXICANA LOCAL: 10p0P AGUIRRE CERDA N.
7180,P AGUIRRE CERDA N.,2026,CENTRO EDUCATIVO REPUBLICA MEXICANA LOCAL: 2,CENTRO EDUCATIVO REPUBLICA MEXICANA LOCAL: 20p0P AGUIRRE CERDA N.
7180,P AGUIRRE CERDA N.,2024,COLEGIO ANTONIO ACEVEDO HERNANDEZ,COLEGIO ANTONIO ACEVEDO HERNANDEZ0p0P AGUIRRE CERDA N.
7180,P AGUIRRE CERDA N.,2020,ESCUELA LA VICTORIA,ESCUELA LA VICTORIA0p0P AGUIRRE CERDA N.
7180,P AGUIRRE CERDA N.,2021,ESCUELA PARTICULAR ROCIO DE LOS ANGELES,ESCUELA PARTICULAR ROCIO DE LOS ANGELES0p0P AGUIRRE CERDA N.
7180,P AGUIRRE CERDA N.,2022,ESCUELA POETAS DE CHILE,ESCUELA POETAS DE CHILE0p0P AGUIRRE CERDA N.
7180,P AGUIRRE CERDA N.,2019,ESTABLECIMIENTO EDUCATIVO PARTICULAR ARCANGEL GABRIEL N°2,ESTABLECIMIENTO EDUCATIVO PARTICULAR ARCANGEL GABRIEL N°20p0P AGUIRRE CERDA N.
7180,P AGUIRRE CERDA N.,2023,LICEO MUNICIPAL ENRIQUE BACKAUSSE ,LICEO MUNICIPAL ENRIQUE BACKAUSSE 0p0P AGUIRRE CERDA N.
7181,P AGUIRRE CERDA S.,2027,COLEGIO GRACE SCHOOL,COLEGIO GRACE SCHOOL0p0P AGUIRRE CERDA S.
7181,P AGUIRRE CERDA S.,2028,COLEGIO PARQUE LAS AMERICAS LOCAL: 1,COLEGIO PARQUE LAS AMERICAS LOCAL: 10p0P AGUIRRE CERDA S.
7181,P AGUIRRE CERDA S.,2038,COLEGIO PARQUE LAS AMERICAS LOCAL: 2,COLEGIO PARQUE LAS AMERICAS LOCAL: 20p0P AGUIRRE CERDA S.
